         19712 function calls (18393 primitive calls) in 0.248 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:50(_define_ref)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_collections_abc.py:264(__subclasshook__)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/wrappers/base.py:95(blueprint)
        5    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:39(_remove)
       10    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:438(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/flask/sansio/app.py:525(create_global_jinja_loader)
       22    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:429(_format)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:124(_environment_config_check)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/navbar.html:1(<module>)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/posixpath.py:52(normcase)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:147(dump_stores)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:459(__new__)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/psutil/_psosx.py:369(__init__)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/ctx.py:136(request)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/codecs.py:94(__new__)
       27    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/markupsafe/__init__.py:82(__html__)
       30    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/nodes.py:585(as_const)
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/threading.py:82(RLock)
       12    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/memory_profiler.py:1215(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/footer.html:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:413(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_osx.check_pid_range}
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:791(filter)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:348(push)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/parser.py:148(is_tuple_end)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/threading.py:1338(current_thread)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:119(getLevelName)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:358(getMessage)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py:958(__bool__)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_collections_abc.py:80(_check_methods)
        3    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:418(outdent)
       31    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       12    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       19    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/nodes.py:92(get_eval_context)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/map.py:691(get_host)
       20    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:792(value)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/optimizer.py:27(__init__)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/threading.py:1073(name)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/map.py:353(update)
       18    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:453(_get_iscased)
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
       10    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       15    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/typing.py:1340(cast)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:414(indent)
        5    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       13    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:497(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/blinker/base.py:336(_extract_sender)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:235(__init__)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/runtime.py:249(get_all)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:257(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:59(find_load)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/wrappers/base.py:83(endpoint)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(_path_importer_cache)
        9    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:605(choose_async)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/runtime.py:227(resolve_or_missing)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       13    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:434(__iter__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:762(get_resolve_func)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       13    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/parser.py:870(ensure)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/map.py:913(<dictcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/multiprocessing/process.py:37(current_process)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_collections_abc.py:803(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/ctx.py:421(has_request_context)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/loaders.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:249(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/multiprocessing/process.py:189(name)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/flask/templating.py:57(__init__)
       14    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/blinker/base.py:375(receivers_for)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/_distutils_hack/__init__.py:89(find_spec)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:106(load_extensions)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:1908(get_debug)
        5    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/ctx.py:405(has_app_context)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/_virtualenv.py:51(find_spec)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/runtime.py:182(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/inspect.py:159(isfunction)
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:508(_check_closed)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:520(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:939(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:597(leave_frame)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:13(Codec)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:938(join_path)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/psutil/__init__.py:449(pid)
        1    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:714(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:429(end_write)
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py:88(_set_task_name)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/local.py:373(_identity)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/functools.py:420(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 <werkzeug routing>:1(<builder:'/setFilters'>)
        1    0.000    0.000    0.000    0.000 <werkzeug routing>:1(<builder:'/next_movie'>)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 <werkzeug routing>:1(<builder:'/'>)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:20(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:1040(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


